filename	tier	rows	prev_value	next_value
TD52-M4A7_YJ.txt	RA	1-2	2315	2320
TD52-M4A7_YJ.txt	RA	3-4	8258	8260
TD52-M4A7_YJ.txt	RA	4-5	10628	10630
TD52-M4A7_YJ.txt	RA	5-6	11587	11590
TD52-M4A7_YJ.txt	RA	10-11	25798	25800
TD52-M4A7_YJ.txt	RA	11-12	27037	27040
TD52-M4A7_YJ.txt	RA	14-15	29859	29860
TD52-M4A7_YJ.txt	RA	15-16	31978	31980
TD52-M5A2_YJ.txt	LA	2-3	3037	3040
TD52-M5A2_YJ.txt	LA	4-5	10489	10490
TD52-M5A2_YJ.txt	LA	7-8	33946	33948
TD52-M5A2_YJ.txt	RA	2-3	13076	13084
TD52-M5A2_YJ.txt	RA	5-6	28236	28240
TD52-M5A2_YJ.txt	RA	7-8	36025	36030
TD52-M5A2_YJ.txt	RA	8-9	39067	39070
TD52-M5A2_YJ.txt	RA	9-10	39929	39930
TD52-M5A2_YJ.txt	RA	10-11	40655	40660
TD52-M5A2_YJ.txt	RA	12-13	41389	41390
TD52-M5A2_YJ.txt	RA	13-14	46905	46910
TD52-M5A2_YJ.txt	RA	16-17	49147	49150
TD52-M5A2_YJ.txt	RA	17-18	49281	49284
TD52-M5A2_YJ.txt	RA	18-19	50777	50780
TD52-M5A3_YJ.txt	LA	1-2	1105	1110
TD52-M5A3_YJ.txt	LA	3-4	2798	2803
TD52-M5A3_YJ.txt	LA	5-6	17839	17840
TD52-M5A3_YJ.txt	LA	8-9	24298	24300
TD52-M5A3_YJ.txt	LA	9-10	24506	24510
TD52-M5A3_YJ.txt	LA	11-12	28066	28072
TD52-M5A3_YJ.txt	LA	12-13	30316	30320
TD52-M5A3_YJ.txt	LA	14-15	40005	40010
TD52-M5A3_YJ.txt	LA	18-19	46556	46560
TD52-M5A3_YJ.txt	LA	19-20	46898	46900
TD52-M5A3_YJ.txt	LA	20-21	47106	47110
TD52-M5A3_YJ.txt	LA	25-26	57465	57470
TD52-M5A3_YJ.txt	LA	27-28	58937	58940
TD52-M5A3_YJ.txt	LA	28-29	59066	59072
TD52-M5A3_YJ.txt	RA	1-2	1105	1106
TD52-M5A3_YJ.txt	RA	3-4	6055	6058
TD52-M5A3_YJ.txt	RA	6-7	25298	25300
TD52-M5A3_YJ.txt	RA	9-10	40848	40850
TD52-M5A3_YJ.txt	RA	11-12	52007	52010
TD52-M5A3_YJ.txt	RA	13-14	56749	56754
TD52-M5A3_YJ.txt	RA	14-15	58316	58320
TD52-M5A3_YJ.txt	RA	15-16	59115	59120
TD52-M5A3_YJ.txt	RA	16-17	59785	59788
TD52-M5A4_YJ.txt	LA	1-2	581	583
TD52-M5A4_YJ.txt	LA	4-5	3538	3543
TD52-M5A4_YJ.txt	LA	5-6	5359	5364
TD52-M5A4_YJ.txt	LA	6-7	13146	13150
TD52-M5A4_YJ.txt	LA	8-9	16926	16930
TD52-M5A4_YJ.txt	LA	10-11	27496	27499
TD52-M5A4_YJ.txt	LA	11-12	28027	28030
TD52-M5A4_YJ.txt	LA	12-13	33015	33016
TD52-M5A4_YJ.txt	LA	13-14	33756	33760
TD52-M5A4_YJ.txt	LA	15-16	38006	38010
TD52-M5A4_YJ.txt	LA	17-18	42767	42770
TD52-M5A4_YJ.txt	LA	23-24	57193	57194
TD52-M5A4_YJ.txt	RA	3-4	2155	2158
TD52-M5A4_YJ.txt	RA	4-5	3015	3023
TD52-M5A4_YJ.txt	RA	6-7	5355	5363
TD52-M5A4_YJ.txt	RA	7-8	11677	11683
TD52-M5A4_YJ.txt	RA	9-10	13146	13150
TD52-M5A4_YJ.txt	RA	10-11	16586	16590
TD52-M5A4_YJ.txt	RA	11-12	20536	20543
TD52-M5A4_YJ.txt	RA	12-13	21077	21080
TD52-M5A4_YJ.txt	RA	14-15	27496	27500
TD52-M5A4_YJ.txt	RA	15-16	28026	28028
TD52-M5A4_YJ.txt	RA	22-23	56478	56480
TD52-M5A4_YJ.txt	RA	25-26	58497	58500
TD52-M5A5_YJ.txt	LA	5-6	7926	7933
TD52-M5A5_YJ.txt	LA	6-7	8765	8770
TD52-M5A5_YJ.txt	LA	10-11	18176	18180
TD52-M5A5_YJ.txt	LA	11-12	22608	22609
TD52-M5A5_YJ.txt	LA	13-14	25765	25770
TD52-M5A5_YJ.txt	LA	17-18	34446	34450
TD52-M5A5_YJ.txt	LA	19-20	35629	35630
TD52-M5A5_YJ.txt	LA	20-21	39305	39313
TD52-M5A5_YJ.txt	LA	21-22	41587	41590
TD52-M5A5_YJ.txt	LA	22-23	43578	43584
TD52-M5A5_YJ.txt	LA	24-25	54265	54270
TD52-M5A5_YJ.txt	LA	25-26	54835	54843
TD52-M5A5_YJ.txt	LA	26-27	56260	56263
TD52-M5A5_YJ.txt	LA	27-28	57715	57720
TD52-M5A5_YJ.txt	RA	4-5	7356	7360
TD52-M5A5_YJ.txt	RA	7-8	9977	9980
TD52-M5A5_YJ.txt	RA	9-10	14916	14920
TD52-M5A5_YJ.txt	RA	10-11	16807	16810
TD52-M5A5_YJ.txt	RA	11-12	22635	22640
TD52-M5A5_YJ.txt	RA	13-14	26219	26220
TD52-M5A5_YJ.txt	RA	22-23	53738	53743
TD52-M5A5_YJ.txt	RA	23-24	54868	54870
TD52-M5A5_YJ.txt	RA	24-25	56216	56220
TD52-M5A5_YJ.txt	RA	26-27	57368	57370
TD52-M5A6_YJ.txt	LA	1-2	1667	1670
TD52-M5A6_YJ.txt	LA	2-3	3386	3390
TD52-M5A6_YJ.txt	LA	6-7	11875	11880
TD52-M5A6_YJ.txt	LA	11-12	39659	39660
TD52-M5A6_YJ.txt	LA	13-14	45635	45640
TD52-M5A6_YJ.txt	RA	1-2	1667	1670
TD52-M5A6_YJ.txt	RA	6-7	11879	11880
TD52-M5A6_YJ.txt	RA	10-11	34116	34120
TD52-M5A6_YJ.txt	RA	12-13	40516	40520
TD52-M5A6_YJ.txt	RA	13-14	45598	45599
TD52-M5A6_YJ.txt	RA	14-15	46169	46174
TD52-M5A6_YJ.txt	RA	15-16	50578	50583
TD52-M5A6_YJ.txt	RA	16-17	50975	50979
TD52-M5A7_YJ.txt	LA	1-2	2151	2152
TD52-M5A7_YJ.txt	LA	4-5	25375	25380
TD52-M5A7_YJ.txt	LA	5-6	27055	27058
TD52-M5A7_YJ.txt	LA	6-7	41086	41089
TD52-M5A7_YJ.txt	LA	10-11	44897	44903
TD52-M5A7_YJ.txt	LA	11-12	45308	45310
TD52-M5A7_YJ.txt	LA	12-13	46013	46014
TD52-M5A7_YJ.txt	LA	13-14	47389	47390
TD52-M5A7_YJ.txt	LA	14-15	50686	50690
TD52-M5A7_YJ.txt	RA	2-3	20989	20993
TD52-M5A7_YJ.txt	RA	4-5	43547	43550
TD52-M5A7_YJ.txt	RA	5-6	44156	44170
TD52-M5A7_YJ.txt	RA	6-7	51499	51500
TD52-M5A7_YJ.txt	RA	7-8	52895	52900
TD73-M5A5_AG.txt	LA	1-2	489	490
